probe_set	wt_a	wt_b	wt_c	ko_a	ko_b	ko_c	fold_change
Pp1s157_85V6	20804	21077	19587	22542	20799	20388	1,04
Pp1s157_87V6	748	852	678	817	700	650	-1,05
Pp1s157_88V6	26	28	55	37	30	32	-1,1
Pp1s157_89V6	542	644	445	363	493	377	-1,32
Pp1s157_90V6	4479	4721	4350	4484	4238	4102	-1,06
Pp1s157_93V6	1568	1625	2045	1855	1222	1708	-1,09
Pp1s157_94V6	673	657	703	615	424	456	-1,36
Pp1s158_100V6	1238	1064	766	559	783	857	-1,4
Pp1s158_106V6	31	48	37	39	31	35	-1,1
Pp1s158_107V6	7512	7416	7500	7547	7724	8200	1,05
Pp1s158_108V6	5669	4812	6394	7132	6218	6754	1,19
Pp1s158_109V6	31585	30781	29323	32157	32820	36600	1,11
Pp1s158_112V6	1525	1350	1560	1603	1536	1621	1,07
Pp1s158_113V6	2804	2802	3243	3064	2593	2967	-1,03
Pp1s158_115V6	82	105	161	205	207	278	1,98
Pp1s158_117V6	2772	1985	2557	2856	3037	3245	1,25
Pp1s158_119V6	1622	1531	1395	1427	1360	1578	-1,04
Pp1s158_121V6	4538	3623	3808	3351	3954	4277	-1,03
Pp1s158_124V6	2073	2354	2176	2362	2396	2152	1,05
Pp1s158_126V6	33	32	33	35	43	30	1,1
Pp1s158_129V6	12824	11328	13705	15886	15666	16172	1,26
Pp1s158_12V6	8454	7288	6895	7929	7977	9129	1,11
Pp1s158_130V6	133	38	157	237	140	255	1,93
Pp1s158_131V6	9909	9006	7653	9292	8609	8465	-1,01
Pp1s158_132V6	641	763	804	802	711	772	1,03
Pp1s158_133V6	1897	1679	1527	1979	1908	1488	1,05
Pp1s158_135V6	37	33	37	46	36	47	1,21
Pp1s158_136V6	26	59	165	131	144	95	1,48
Pp1s158_137V6	6215	6863	7703	8168	8077	9150	1,22
Pp1s158_139V6	1849	1793	1463	2047	2211	1520	1,13
Pp1s158_13V2	1651	1391	1840	2145	2292	1713	1,26
Pp1s158_140V6	1061	1014	1158	1177	1039	977	-1,01
Pp1s158_141V6	9408	8503	7470	8303	7775	8374	-1,04
Pp1s158_142V6	219	92	192	95	168	148	-1,22
Pp1s158_146V6	8150	7285	7867	7913	7898	7376	-1
Pp1s158_147V6	2861	2466	2751	3070	2778	3070	1,1
Pp1s158_149V6	319	230	487	410	491	296	1,16
Pp1s158_14V6	366	286	350	383	299	306	-1,01
Pp1s158_150V6	6058	5964	6408	10020	9702	11125	1,67
Pp1s158_153V6	4704	4269	4635	4633	4640	5490	1,08
Pp1s158_158V6	2617	2791	2611	2345	2352	2275	-1,15
Pp1s158_159V6	58	50	105	55	78	60	-1,1
Pp1s158_15V6	15562	14682	13058	15295	14060	13324	-1,01
Pp1s158_160V6	9312	10419	10271	8544	7290	9061	-1,21
Pp1s158_161V6	764	989	606	691	1030	954	1,13
Pp1s158_166V6	3749	3513	3095	3875	4202	4202	1,19
Pp1s158_16V6	125	310	540	310	378	453	1,17
Pp1s158_170V6	29	68	34	46	43	38	-1,03
Pp1s158_172V6	86	31	55	42	46	48	-1,26
Pp1s158_177V6	15896	15264	15940	13962	14426	15746	-1,07
Pp1s158_178V6	562	577	412	446	497	448	-1,12
Pp1s158_180V6	41827	40887	43455	41629	43818	42364	1,01
Pp1s158_182V6	40	62	87	34	42	38	-1,66
Pp1s158_183V6	290	351	346	370	350	454	1,19
Pp1s158_184V6	2892	3109	3225	4810	3988	4219	1,41
Pp1s158_185V6	30	45	40	53	93	43	1,64
Pp1s158_188V6	3389	2936	2991	2682	2899	2890	-1,1
Pp1s158_189V6	2163	1904	2201	2077	2287	2159	1,04
Pp1s158_18V6	15263	14180	13344	13808	13360	12429	-1,08
Pp1s158_190V6	759	754	657	778	982	677	1,12
Pp1s158_192V6	1058	1040	1082	1004	1037	1177	1,01
Pp1s158_195V6	948	1460	1039	1415	1414	1217	1,17
Pp1s158_27V6	6962	7622	7087	7322	7814	6445	-1
Pp1s158_29V6	34	42	48	63	24	38	1,01
Pp1s158_32V6	51	36	46	40	40	37	-1,14
Pp1s158_33V6	55	54	36	91	89	48	1,57
Pp1s158_34V6	115	49	42	58	31	27	-1,78
Pp1s158_35V6	6254	5949	6600	6131	6656	4915	-1,06
Pp1s158_37V6	4788	4568	4691	5086	4953	4082	1,01
Pp1s158_39V6	120	53	108	64	71	72	-1,36
Pp1s158_40V6	7391	7744	5990	7549	7205	7435	1,05
Pp1s158_43V6	112	126	47	52	48	60	-1,78
Pp1s158_45V6	1666	1742	1716	1784	1590	1464	-1,06
Pp1s158_48V6	705	695	743	931	745	678	1,1
Pp1s158_49V6	1989	1835	1839	2445	2643	2270	1,3
Pp1s158_50V6	10176	9859	9601	8607	8951	8043	-1,16
Pp1s158_52V6	555	626	748	687	577	632	-1,02
Pp1s158_53V6	2492	2289	2814	2913	2377	2552	1,03
Pp1s158_59V6	4344	4854	4268	4626	4461	4521	1,01
Pp1s158_5V6	3782	2596	3100	3572	3037	2886	1
Pp1s158_64V6	95	58	50	34	28	29	-2,23
Pp1s158_65V6	71	27	49	33	32	52	-1,26
Pp1s158_6V6	30	52	32	105	46	41	1,68
Pp1s158_72V6	37	72	38	44	22	29	-1,55
Pp1s158_74V6	173	272	292	328	280	341	1,29
Pp1s158_75V6	704	455	727	706	700	884	1,21
Pp1s158_76V6	249	208	413	293	211	329	-1,04
Pp1s158_7V2	3108	2804	2415	2333	2697	2765	-1,07
Pp1s158_7V6	2815	2985	2199	2307	2612	2539	-1,07
Pp1s158_81V6	116	58	33	30	29	33	-2,25
Pp1s158_82V6	111	68	107	162	90	104	1,24
Pp1s158_84V6	15297	16419	15261	15899	15576	15360	-1
Pp1s158_86V6	5809	3894	5206	6364	6335	5506	1,22
Pp1s158_89V6	30	44	35	35	49	54	1,27
Pp1s158_8V6	174	371	387	454	425	339	1,31
Pp1s158_90V6	109	56	39	55	76	50	-1,13
Pp1s158_96V6	61	78	53	58	58	58	-1,1
Pp1s158_99V6	47	49	32	56	51	57	1,28
Pp1s159_100V6	56	49	37	27	50	30	-1,33
Pp1s159_101V6	493	401	670	615	879	1173	1,71
Pp1s159_104V6	230	359	331	334	230	352	-1
Pp1s159_105V6	652	719	762	860	857	1024	1,29
Pp1s159_108V6	6503	4677	6270	4546	4450	4418	-1,3
Pp1s159_10V6	480	373	345	526	272	321	-1,07
Pp1s159_110V6	4622	4005	3958	4432	3296	3141	-1,16
Pp1s159_111V6	15472	14924	14814	15460	16910	14140	1,03
Pp1s159_112V6	173	126	30	32	33	72	-2,4
Pp1s159_113V6	463	514	566	504	482	508	-1,03
Pp1s159_116V6	1118	927	883	1025	858	656	-1,15
Pp1s159_119V6	100	47	41	67	48	34	-1,26
Pp1s159_11V6	2104	2381	2286	2236	1950	2359	-1,03
Pp1s159_126V6	288	166	299	224	81	132	-1,72
Pp1s159_128V6	29	57	55	44	29	36	-1,29
Pp1s159_132V6	1821	2312	2292	2249	2322	2770	1,14
Pp1s159_135V6	2394	2156	2274	2478	2228	2773	1,1
Pp1s159_139V6	1535	2169	1907	1635	2830	2122	1,17
Pp1s159_13V6	3235	2820	2434	3704	3479	3632	1,27
Pp1s159_140V6	527	174	200	172	168	266	-1,49
Pp1s159_142V6	75	70	35	37	41	41	-1,51
Pp1s159_143V6	24000	21170	20869	23269	22813	23959	1,06
Pp1s159_144V6	76	80	67	46	77	94	-1,03
Pp1s159_14V6	3636	3270	4081	4246	4113	4652	1,18
Pp1s159_150V6	113	54	40	116	202	79	1,92
Pp1s159_151V6	148	81	55	46	97	47	-1,49
Pp1s159_155V6	174	207	183	180	296	253	1,29
Pp1s159_159V6	7722	6945	7384	6977	7298	7259	-1,02
Pp1s159_15V6	37	43	47	38	100	67	1,61
Pp1s159_160V6	13828	14420	11873	6875	9264	7802	-1,68
Pp1s159_163V6	1561	1442	1876	1584	1666	1423	-1,04
Pp1s159_166V6	251	103	47	79	120	58	-1,56
Pp1s159_169V6	231	268	54	57	118	71	-2,25
Pp1s159_18V6	77	53	46	76	100	78	1,44
Pp1s159_19V6	29	49	30	55	31	41	1,18
Pp1s159_1V6	2883	2346	3148	2277	2505	2638	-1,13
Pp1s159_20V6	1017	1016	830	2872	3213	3580	3,38
Pp1s159_21V6	5441	4240	4528	5569	4966	4490	1,06
Pp1s159_27V6	7462	8134	7650	7878	7946	7490	1
Pp1s159_28V6	11042	12715	9801	9894	10548	10369	-1,09
Pp1s159_2V6	4179	3890	5005	4368	4017	3567	-1,09
Pp1s159_30V6	46	74	80	89	125	145	1,79
Pp1s159_31V6	13769	13148	15233	15696	15972	17473	1,17
Pp1s159_32V6	9425	8147	8783	9459	9802	8512	1,05
Pp1s159_34V6	9738	9765	9074	9070	9081	7828	-1,1
Pp1s159_36V6	2904	2626	3235	3148	2809	2884	1,01
Pp1s159_3V6	23928	26630	25026	28774	30386	27500	1,15
Pp1s159_42V6	2748	3187	2851	2174	2424	2155	-1,3
Pp1s159_47V6	3744	3949	3689	3491	3622	3365	-1,09
Pp1s159_49V6	118	42	52	48	43	85	-1,2
Pp1s159_50V6	51	89	47	73	95	44	1,13
Pp1s159_52V6	2211	2420	2092	1589	1603	1983	-1,3
Pp1s159_54V6	105	94	45	57	31	40	-1,91
Pp1s159_56V6	48	71	46	51	67	41	-1,04
Pp1s159_57V6	51	127	217	251	329	283	2,18
Pp1s159_58V6	39	39	40	53	72	33	1,34
Pp1s159_5V6	11999	14067	11960	15937	15402	17111	1,27
Pp1s159_62V6	559	875	805	567	382	670	-1,38
Pp1s159_63V6	2837	3013	3565	3001	3606	3004	1,02
Pp1s159_64V6	1029	1132	978	1106	1275	1154	1,13
Pp1s159_65V6	85	61	187	101	122	76	-1,11
Pp1s159_68V6	1462	2470	1997	2478	2509	2883	1,33
Pp1s159_69V6	4010	5375	4253	5084	4915	5301	1,12
Pp1s159_6V6	525	301	269	748	549	735	1,86
Pp1s159_75V6	1018	1691	1266	1730	1374	1471	1,15
Pp1s159_77V6	244	311	334	262	253	275	-1,13
Pp1s159_78V6	6489	6894	6889	5722	6200	6114	-1,12
Pp1s159_80V6	4871	3695	4681	4274	3987	4256	-1,06
Pp1s159_83V6	61	89	38	74	91	42	1,1
Pp1s159_85V6	3617	3438	3809	3303	3621	3467	-1,05
Pp1s159_87V6	1288	1528	1669	1563	1331	1110	-1,12
Pp1s159_88V6	129	108	61	62	107	89	-1,16
Pp1s159_93V6	3108	2438	2915	2330	2148	2164	-1,27
Pp1s159_94V6	63	33	114	49	69	50	-1,25
Pp1s159_97V6	1590	1806	2001	1485	1359	1657	-1,2
Pp1s15_101V6	2138	2138	2440	1991	2222	2073	-1,07
Pp1s15_103V6	43	29	38	66	55	46	1,52
Pp1s15_105V6	43	40	38	44	28	39	-1,09
Pp1s15_107V6	3855	3996	3353	2810	2828	2618	-1,36
Pp1s15_110V6	303	181	152	289	252	280	1,29
Pp1s15_111V6	6255	6421	5689	5978	5621	6355	-1,02
Pp1s15_112V6	7444	6237	7841	6381	6597	6713	-1,09
Pp1s15_113V6	29	28	25	32	34	34	1,22
Pp1s15_114V6	6139	6036	6956	4762	5018	5270	-1,27
Pp1s15_115V6	3407	3153	3012	2692	2741	2869	-1,15
Pp1s15_118V6	59	54	71	78	89	53	1,2
Pp1s15_119V6	213	248	212	234	187	118	-1,25
Pp1s15_11V6	1279	571	1167	1273	1374	1175	1,27
Pp1s15_122V6	475	354	451	654	513	590	1,37
Pp1s15_123V6	3912	3724	4415	4247	3682	4238	1,01
Pp1s15_126V6	12170	10247	9007	8884	8515	8475	-1,21
Pp1s15_127V6	329	509	388	557	416	485	1,19
Pp1s15_130V6	15073	15995	13651	14016	12576	12825	-1,13
Pp1s15_131V6	4726	4679	4399	3466	3030	2868	-1,47
Pp1s15_135V6	4519	5051	4862	3780	3668	4571	-1,2
Pp1s15_136V6	72	106	250	164	51	153	-1,16
Pp1s15_137V6	23393	24286	23066	26185	27423	26443	1,13
Pp1s15_139V6	26	21	54	41	34	39	1,13
Pp1s15_13V6	4372	4105	3885	5445	4899	4511	1,2
Pp1s15_145V6	92	75	42	34	31	44	-1,92
Pp1s15_146V6	3620	2747	3639	2399	3203	2582	-1,22
Pp1s15_14V6	9378	8312	8738	8659	9259	7749	-1,03
Pp1s15_150V6	2525	2757	2663	2513	2670	1855	-1,13
Pp1s15_152V6	23065	24340	21668	23325	21645	21407	-1,04
Pp1s15_154V6	43	66	63	58	57	54	-1,02
Pp1s15_157V6	6481	7211	6231	5723	6103	6170	-1,11
Pp1s15_158V6	23	55	58	37	29	42	-1,26
Pp1s15_161V6	2470	2506	2666	2259	2190	2957	-1,03
Pp1s15_162V6	212	433	375	544	503	331	1,35
Pp1s15_163V6	4115	4490	4070	5679	5164	5293	1,27
Pp1s15_165V6	3438	3533	3398	3322	3139	3150	-1,08
Pp1s15_166V6	55	49	78	67	40	74	-1,01
Pp1s15_167V6	54	30	57	41	33	27	-1,4
Pp1s15_168V6	1505	1413	1920	4346	4011	4670	2,69
Pp1s15_169V6	43	63	70	52	47	136	1,34
Pp1s15_16V6	10112	9791	12120	16220	17039	16766	1,56
Pp1s15_170V2	2750	2596	3189	3497	3342	3711	1,24
Pp1s15_170V6	1279	1124	1597	1745	1703	1729	1,29
Pp1s15_171V6	111	117	186	97	139	98	-1,24
Pp1s15_172V6	1058	1085	1412	1311	1193	1051	1
Pp1s15_173V6	71	121	51	158	181	136	1,95
Pp1s15_175V6	50	36	57	176	153	131	3,22
Pp1s15_17V6	59	64	39	128	66	60	1,57
Pp1s15_181V6	14812	14570	14319	13219	12432	14712	-1,08
Pp1s15_182V6	8759	8380	10527	9094	7971	7728	-1,12
Pp1s15_183V6	2500	2971	3012	3199	2696	2730	1,02
Pp1s15_184V6	40	39	37	34	43	35	-1,04
Pp1s15_186V6	200	85	134	197	160	170	1,26
Pp1s15_189V6	90	116	49	75	68	46	-1,35
Pp1s15_18V6	38	30	38	53	107	42	1,91
Pp1s15_190V6	127	82	50	50	28	61	-1,86
Pp1s15_193V6	47	126	34	46	51	35	-1,57
Pp1s15_194V6	65	40	49	86	52	37	1,14
Pp1s15_197V6	10440	9274	10748	9239	9270	8289	-1,14
Pp1s15_198V6	11311	9321	13887	8960	7800	7267	-1,44
Pp1s15_199V6	121	67	39	152	146	310	2,68
Pp1s15_19V6	3158	3039	2039	2750	3206	2067	-1,03
Pp1s15_200V6	65	73	33	144	114	266	3,06
Pp1s15_212V6	336	136	387	276	321	226	-1,04
Pp1s15_214V2	1209	820	1099	1051	959	1215	1,03
Pp1s15_214V6	1404	1816	1887	2084	2198	2274	1,28
Pp1s15_215V6	3193	2291	2595	2191	2541	2086	-1,18
Pp1s15_220V6	6275	4534	5139	5049	4803	5084	-1,07
Pp1s15_221V6	1535	1449	1285	1410	1159	1553	-1,04
Pp1s15_222V6	634	469	503	581	431	437	-1,11
Pp1s15_225V6	1069	1763	1681	1578	1457	1287	-1,04
Pp1s15_226V6	11492	11610	12601	12602	13506	13037	1,1
Pp1s15_227V6	1036	1436	1579	1739	1776	1401	1,21
Pp1s15_229V6	4136	3920	3901	3060	3025	3916	-1,2
Pp1s15_22V6	26	64	51	31	57	45	-1,06
Pp1s15_231V6	583	273	980	150	71	121	-5,37
Pp1s15_232V6	9837	9148	9431	8472	7606	7648	-1,2
Pp1s15_233V6	4582	4280	4841	4254	3890	4026	-1,13
Pp1s15_234V6	2080	2861	2362	1940	2122	2368	-1,14
Pp1s15_235V6	324	462	427	419	431	284	-1,07
Pp1s15_238V6	34	53	36	53	61	39	1,24
Pp1s15_23V6	68	186	214	92	155	119	-1,28
Pp1s15_241V6	1938	1901	1840	2614	2093	1924	1,17
Pp1s15_242V6	24	48	27	25	34	38	-1,02
Pp1s15_244V6	2135	2486	2983	3177	4200	2641	1,32
Pp1s15_248V6	51	38	71	69	37	36	-1,13
Pp1s15_251V6	61	63	44	52	23	30	-1,6
Pp1s15_253V6	95	42	42	34	41	65	-1,28
Pp1s15_259V6	1169	1181	797	1392	1208	1003	1,14
Pp1s15_25V6	47	51	55	31	36	46	-1,35
Pp1s15_260V6	676	815	666	986	1007	582	1,19
Pp1s15_262V6	5195	5370	3936	5931	5345	7175	1,27
Pp1s15_265V6	6575	7474	7899	7468	6597	8307	1,02
Pp1s15_266V6	93	489	357	384	362	356	1,17
Pp1s15_267V6	11157	10349	11626	10930	10152	10197	-1,06
Pp1s15_268V2	1342	1524	1948	1703	1441	1930	1,05
Pp1s15_268V6	6163	5829	6953	6779	6683	7971	1,13
Pp1s15_26V6	12945	12656	11752	10660	8721	11561	-1,21
Pp1s15_270V6	14916	14904	15591	13831	13895	12608	-1,13
Pp1s15_271V6	84	59	165	181	145	132	1,49
Pp1s15_272V6	45	171	70	97	67	74	-1,2
Pp1s15_274V6	78	27	25	26	24	27	-1,69
Pp1s15_277V6	2135	1925	2330	1733	1713	1891	-1,2
Pp1s15_279V6	3878	4079	4397	3783	3829	3685	-1,09
Pp1s15_282V6	119	145	188	190	196	137	1,16
Pp1s15_283V6	135	102	118	154	78	103	-1,06
Pp1s15_286V6	5479	6594	6190	6262	6624	6320	1,05
Pp1s15_287V6	43	48	185	45	77	104	-1,22
Pp1s15_288V6	8704	7611	8246	7854	7564	7271	-1,08
Pp1s15_28V6	3449	3709	3734	3354	2991	3141	-1,15
Pp1s15_290V6	5809	5692	6103	5645	5481	5799	-1,04
Pp1s15_291V6	49	42	42	60	42	33	1,02
Pp1s15_292V6	10627	10353	11294	11746	10312	11158	1,03
Pp1s15_293V6	215	335	608	842	695	758	1,98
Pp1s15_294V6	4820	4166	3965	4121	4004	4285	-1,04
Pp1s15_295V6	335	410	411	301	297	337	-1,24
Pp1s15_296V6	780	647	824	808	675	779	1
Pp1s15_297V6	545	679	641	602	380	530	-1,23
Pp1s15_298V6	6182	5572	5748	6060	6265	6688	1,09
Pp1s15_29V6	18188	17514	17041	17560	15958	17509	-1,03
Pp1s15_300V6	6289	4976	6227	5777	6513	5636	1,02
Pp1s15_301V6	50	26	41	47	32	31	-1,06
Pp1s15_304V6	25	79	39	51	33	23	-1,34
Pp1s15_306V6	2827	2649	2679	2582	2500	2809	-1,03
Pp1s15_307V6	59	71	36	47	30	31	-1,54
Pp1s15_308V6	36	85	47	36	37	54	-1,32
Pp1s15_309V2	1007	1191	1149	548	358	490	-2,4
Pp1s15_309V6	894	857	897	385	322	362	-2,48
Pp1s15_30V6	102	63	97	115	99	104	1,21
Pp1s15_310V6	50	48	33	58	39	47	1,1
Pp1s15_311V6	3570	3611	4869	2970	3296	2839	-1,32
Pp1s15_312V6	71	30	47	60	53	68	1,22
Pp1s15_315V6	84	79	167	87	104	91	-1,17
Pp1s15_316V6	3277	3489	3388	3874	3454	3674	1,08
Pp1s15_317V6	5826	5262	5787	5589	5163	4731	-1,09
Pp1s15_321V6	5130	4977	4587	3837	4305	4302	-1,18
Pp1s15_322V6	60	52	35	31	27	25	-1,77
Pp1s15_323V6	7322	5694	5969	5111	5866	5267	-1,17
Pp1s15_325V6	71	107	155	73	52	59	-1,81
Pp1s15_326V6	98	54	31	45	83	62	1,04
Pp1s15_327V6	44	53	46	32	63	55	1,05
Pp1s15_328V6	17122	16846	21352	16879	14398	14277	-1,21
Pp1s15_330V6	132	84	137	150	207	181	1,52
Pp1s15_331V6	7029	7157	7310	4537	5223	5321	-1,43
Pp1s15_333V6	959	1001	908	1165	1122	1077	1,17
Pp1s15_334V2	1524	1487	1357	1346	1689	1785	1,1
Pp1s15_334V6	2708	2907	2890	3023	3327	3017	1,1
Pp1s15_33V6	1827	1994	1647	2143	2947	2815	1,45
Pp1s15_344V6	50	162	56	86	59	78	-1,2
Pp1s15_345V6	537	784	696	572	730	612	-1,05
Pp1s15_348V6	1244	1364	1408	988	1231	793	-1,33
Pp1s15_349V6	58	77	44	40	34	36	-1,63
Pp1s15_34V6	1695	2098	2415	1517	1651	1622	-1,3
Pp1s15_350V6	569	683	824	912	873	808	1,25
Pp1s15_351V6	5104	5007	4858	3603	3986	4524	-1,24
Pp1s15_352V6	301	331	391	565	467	921	1,91
Pp1s15_353V6	261	415	275	511	568	698	1,87
Pp1s15_354V6	2033	2060	2166	1918	1943	2086	-1,05
Pp1s15_355V6	12252	15269	13140	12772	14386	12034	-1,04
Pp1s15_356V6	28380	29211	28371	25860	25716	27661	-1,08
Pp1s15_357V6	5877	7107	4624	2067	2133	1896	-2,89
Pp1s15_359V6	1731	1980	2270	1372	926	1267	-1,68
Pp1s15_361V6	109	40	32	29	34	31	-1,93
Pp1s15_364V6	31	41	66	29	28	32	-1,55
Pp1s15_365V6	48	68	43	25	26	32	-1,92
Pp1s15_366V6	48	50	37	26	34	26	-1,57
Pp1s15_368V6	34	29	39	49	40	40	1,26
Pp1s15_36V6	70	53	89	51	98	79	1,08
Pp1s15_370V6	32	29	39	35	30	34	-1,01
Pp1s15_371V6	52	30	37	30	62	37	1,08
Pp1s15_372V6	54	28	24	37	30	50	1,1
Pp1s15_375V6	36	39	50	25	34	28	-1,44
Pp1s15_377V6	45	46	51	29	45	34	-1,31
Pp1s15_378V6	34	40	49	33	81	45	1,29
Pp1s15_379V6	2002	2790	2784	2253	3265	2388	1,04
Pp1s15_37V6	4816	4591	4650	4185	3903	3961	-1,17
Pp1s15_380V6	834	934	1064	862	1106	873	1
Pp1s15_383V6	133	126	308	157	96	125	-1,5
Pp1s15_384V6	15269	15896	16382	15580	16849	15520	1,01
Pp1s15_385V6	3588	3955	4020	3798	3551	3468	-1,07
Pp1s15_386V6	55	79	38	32	75	38	-1,19
Pp1s15_387V6	1020	1216	1343	1213	1383	1375	1,11
Pp1s15_388V6	3869	3474	3227	3505	3166	3764	-1,01
Pp1s15_390V6	6803	6868	6155	6331	5947	7171	-1,02
Pp1s15_391V6	2160	2146	2212	1989	2091	1975	-1,08
Pp1s15_392V6	68	29	52	27	34	31	-1,62
Pp1s15_393V6	11093	8790	9178	11565	10387	10371	1,11
Pp1s15_397V6	8015	6773	7026	7101	5955	5539	-1,17
Pp1s15_398V6	6588	6294	6547	5674	5676	4862	-1,2
Pp1s15_401V6	3089	3035	2966	3054	3250	3965	1,13
Pp1s15_404V6	13095	11335	11986	12282	13108	11191	1
Pp1s15_406V6	2233	2238	3020	2356	2132	1863	-1,18
Pp1s15_408V6	32859	28174	28177	28665	26929	24216	-1,12
Pp1s15_409V6	45716	43526	44194	43213	43149	44205	-1,02
Pp1s15_411V6	5150	4113	4519	5743	3901	6036	1,14
Pp1s15_413V6	627	348	518	482	394	419	-1,15
Pp1s15_414V6	3258	3057	3027	3212	3078	3717	1,07
Pp1s15_415V6	465	764	633	729	602	479	-1,03
Pp1s15_416V6	35	29	66	46	34	41	-1,07
Pp1s15_417V6	2138	2203	2041	2756	3196	3312	1,45
Pp1s15_419V6	34	32	24	27	49	50	1,4
Pp1s15_41V6	47	70	46	52	37	43	-1,23
Pp1s15_420V6	87	58	177	103	62	44	-1,54
Pp1s15_422V6	2819	2576	3240	2489	2523	2303	-1,18
Pp1s15_423V6	5366	5212	6134	4743	5455	5093	-1,09
Pp1s15_424V6	2966	4206	3685	3583	3789	4207	1,07
Pp1s15_425V6	51	50	96	48	81	50	-1,1
Pp1s15_429V6	40	51	88	38	41	32	-1,61
Pp1s15_42V6	733	618	447	672	887	750	1,28
Pp1s15_430V6	70	49	111	87	37	29	-1,5
Pp1s15_432V6	5046	5095	4912	5337	4796	4614	-1,02
Pp1s15_433V6	3643	3854	3761	4407	4473	4798	1,21
Pp1s15_434V6	9070	8918	8624	7992	8508	8204	-1,08
Pp1s15_437V6	37	58	26	35	31	39	-1,15
Pp1s15_438V6	858	1018	725	892	940	897	1,05
Pp1s15_43V6	4075	4303	3708	4136	4075	4104	1,02
Pp1s15_440V6	9768	11069	11013	10930	10717	11719	1,05
Pp1s15_441V6	16385	17444	14783	17615	15941	16846	1,04
Pp1s15_442V6	76	78	131	117	126	164	1,43
Pp1s15_443V6	4623	5403	5233	4731	4499	4782	-1,09
Pp1s15_445V6	10069	8842	10976	10274	9382	9887	-1,01
Pp1s15_446V6	1343	1543	1286	1501	1763	1512	1,14
Pp1s15_447V6	11778	13137	13285	11949	10922	12195	-1,09
Pp1s15_448V6	627	744	843	826	695	715	1,01
Pp1s15_44V6	13691	15692	13885	14445	13736	16332	1,03
Pp1s15_454V6	3149	3480	3170	3966	3384	4145	1,17
Pp1s15_456V6	1831	1512	1828	1729	1482	1674	-1,06
Pp1s15_459V6	46	74	92	85	37	46	-1,26
Pp1s15_45V6	3642	3878	3761	3850	4252	4379	1,11
Pp1s15_460V6	38	46	23	40	31	32	-1,04
Pp1s15_461V6	54	55	46	73	64	38	1,13
Pp1s15_463V6	63	168	202	246	91	199	1,24
Pp1s15_464V6	1835	1401	1763	1743	1233	1726	-1,06
Pp1s15_465V6	1541	1301	2141	2197	1969	2571	1,35
Pp1s15_467V6	40	39	39	108	72	74	2,15
Pp1s15_470V6	110	99	137	79	130	117	-1,06
Pp1s15_472V6	1622	1391	1631	1288	1219	1814	-1,07
Pp1s15_474V6	2724	3394	3496	2869	3336	2294	-1,13
Pp1s15_475V6	1979	2143	2328	2488	2363	2855	1,19
Pp1s15_477V6	43	32	46	40	32	40	-1,08
Pp1s15_47V6	45	37	37	65	32	49	1,23
Pp1s15_480V6	42	47	43	47	35	101	1,39
Pp1s15_482V6	91	84	56	85	99	69	1,1
Pp1s15_484V6	219	137	196	254	362	193	1,47
Pp1s15_485V6	20273	17442	18702	16300	17010	18726	-1,08
Pp1s15_486V6	4719	5069	5295	4786	4455	4983	-1,06
Pp1s15_488V6	1603	1633	1474	1128	1666	1439	-1,11
Pp1s15_489V6	691	1132	811	1057	959	508	-1,04
Pp1s15_493V6	1760	1042	1609	1289	1323	1241	-1,14
Pp1s15_496V6	444	85	125	171	72	54	-2,2
Pp1s15_499V6	33198	33028	33347	31805	29825	31303	-1,07
Pp1s15_49V6	6191	7085	5825	8039	7779	8581	1,28
Pp1s15_4V6	6621	3319	5499	1732	1382	1434	-3,39
Pp1s15_503V6	51	61	89	48	63	53	-1,23
Pp1s15_504V6	62	31	39	34	32	33	-1,33
Pp1s15_50V6	33	74	58	115	85	78	1,68
Pp1s15_52V6	196	176	120	177	152	141	-1,05
Pp1s15_54V6	2502	3872	2743	3711	3073	3429	1,12
Pp1s15_59V6	1313	1499	1575	1170	1113	1335	-1,21
Pp1s15_60V6	39	95	48	61	50	45	-1,17
Pp1s15_64V6	386	812	396	136	90	570	-2
Pp1s15_65V6	1753	2082	1792	1445	1285	1779	-1,25
Pp1s15_66V6	94	132	59	47	68	40	-1,84
Pp1s15_70V6	1089	991	888	973	468	728	-1,37
Pp1s15_71V6	68	28	39	46	42	32	-1,13
Pp1s15_72V6	54	85	42	30	31	49	-1,65
Pp1s15_73V6	65	72	33	60	43	59	-1,05
Pp1s15_75V6	49	37	47	41	32	41	-1,17
Pp1s15_76V6	35	52	71	63	50	39	-1,04
Pp1s15_78V6	1509	1599	1012	1248	1104	1276	-1,14
Pp1s15_7V6	48	38	50	26	30	44	-1,36
Pp1s15_80V6	33	56	90	65	56	61	1,02
Pp1s15_82V6	165	209	167	292	105	215	1,13
Pp1s15_83V6	41	161	46	190	322	181	2,79
Pp1s15_84V6	37	47	31	35	53	39	1,1
Pp1s15_89V6	6112	7961	5125	6192	7176	6485	1,03
Pp1s15_90V6	4867	5898	5499	4218	4134	4440	-1,27
Pp1s15_91V6	736	646	929	811	742	851	1,04
Pp1s15_92V6	1947	3336	3505	3865	3615	3032	1,2
Pp1s15_94V6	1760	2173	2337	1701	1816	2317	-1,07
Pp1s15_95V6	1285	1510	1402	1401	1568	1663	1,1
Pp1s15_96V6	106	171	126	146	147	143	1,08
Pp1s15_97V6	1648	1352	1701	1467	1284	1567	-1,09
